method,query_song_name,query_song_genre,match_1,match_1_genre,match_2,match_2_genre,match_3,match_3_genre
tfidf cosine,Where The Girls Are,country,Girls Just Want To Have Fun,pop,Girls Just Want To Have Fun (Demo),folk,Screen Kiss,punk
tfidf cosine,Daddy Sang Bass,country,Lawrence,country,Daddy Frank,country,Daddy's Moonshine Still,country
tfidf cosine,I Don't Know Where I'm Bound,country,Dos Factotum,jazz,One Nation (Album Version),metal,Back water blues,blues
tfidf cosine,I Was There When It Happened,country,Villains (Full-Length),metal,Lord Of The Flies (Live In Dortmund),metal,Ginuwine 4 ur Mind,hip hop
tfidf cosine,The Big Battle,country,Killin' Spree,hip hop,The Illest Brother,hip hop,El Paso,rock
tfidf cosine,A Thing Called Love,country,She's Got A Way With Me,country,Baal's Hymn,classical,Travelin' Soldier,country
tfidf cosine,You Dreamer You,country,Asking Around For You,blues,Just Like Heaven,rock,You're My Angel,country
tfidf cosine,I Walk The Line,country,Until You're Mine,pop,Close Your Eyes,jazz,Still In Love With You,jazz
tfidf cosine,Life's Railway To Heaven,country,Parallels Of Infinite Torture,metal,Angel,hip hop,Monster,punk
tfidf cosine,If I Had Wings,country,fly,electronic,My Special Prayer,r&b/soul,Why,electronic
tfidf cosine,Pray About Everything,country,Don't Worry (ReMastered),r&b/soul,One Day Closer to You,country,Crazy 'Bout You Baby,country
tfidf cosine,Your Everything,country,La Prima Volta (First Time Ever I Saw Your Face),classical,Snow,classical,Trapped,punk
tfidf cosine,A Little Too Late,country,Too Late,blues,Misled,rock,Here I Am,reggae
tfidf cosine,Who's Your Daddy?,country,(You Can't Let The Boy Overpower) The Man In You,r&b/soul,Piece Of My Heart,jazz,Chest Pain,hip hop
tfidf cosine,A Woman's Touch,country,Empress,reggae,I Heard Love Is Blind,jazz,Stupid Marriage,reggae
tfidf cosine,Big Ol' Truck,country,One of these Days,blues,Big Bill Blues,blues,Shimmy_ Shimmy_ Ko-Ko-Bop (Single Version),latin
tfidf cosine,Blue Bedroom,country,After You've Gone (live),jazz,My Phone,jazz,California Blue,rock
tfidf cosine,It's All Good,country,Alright,r&b/soul,Believe,punk,She's A Star,hip hop
tfidf cosine,Sweet,country,Live Foul,hip hop,9mm,hip hop,LBC And The ING (Explicit),hip hop
tfidf cosine,You Shouldn't Kiss Me Like This,country,One Kiss From Heaven,r&b/soul,Not Leaving Without You (Album Version),pop,The Way You Move,hip hop
tfidf cosine,A Real Fine Place To Start,country,Waiting For The Day,r&b/soul,Electric Barbarella (Radio Edit),electronic,You're So Fine,blues
tfidf cosine,Endless love,country,My Heart Belongs To You,classical,Share My World,r&b/soul,I Still Love You,r&b/soul
tfidf cosine,Love Gets In The Way (Album Version),country,Diddy Wah Diddy,blues,Passin' Me By,hip hop,TV,punk
tfidf cosine,I'd Like To Have That One Back,country,I Want My Girl,r&b/soul,She Thinks,hip hop,I Feel Sorry For Him,country
tfidf cosine,Marina Del Rey,country,She's In Love,country,The Royal Mile,folk,The Curious Kind,electronic
tfidf cosine,Milk Cow Blues,country,Good Morning,blues,The Way You Treated Me (You're Gonna Be Sorry),blues,Johnson City,country
tfidf cosine,Another Try,country,Amazed,r&b/soul,Killing Smile,rock,I Like It (Remix),hip hop
tfidf cosine,As Fast As I Could,country,Square One (Album Version),rock,Never Love You,r&b/soul,Keepin' Up,country
tfidf cosine,One More Time / Aerodynamic,electronic,Sweet Music,reggae,So Much More,electronic,Dance Me,electronic
tfidf cosine,One More Time (Romanthony's Unplugged),electronic,Baby Come Back,blues,The Hurt,pop,Givin' It Up,jazz
tfidf cosine,Touch It / Technologic,electronic,She Be The One,latin,Tune Me Out,reggae,Black,electronic
tfidf cosine,Boots &  Boys,electronic,Jonesy Boy,folk,Joy,r&b/soul,Infant Joy,classical
tfidf cosine,Animal,electronic,A Viable Commercial,punk,Sleep Tight,jazz,The Monitor,rock
tfidf cosine,Hot N Cold (Innerpartysystem Main),electronic,It's Only Your Life,folk,Dudley,rock,Time Is Money (Bastard),electronic
tfidf cosine,Captains and Cruise Ships,electronic,faraway voice,jazz,Spaceman,metal,Weak Become Heroes,hip hop
tfidf cosine,Designer Skyline,electronic,Sunny Road,folk,Marrakech,jazz,Where The Girls Are,country
tfidf cosine,Early Birdie,electronic,Adam Lives In Theory,r&b/soul,Hair,hip hop,2 Deep,hip hop
tfidf cosine,Meteor Shower,electronic,Don't Let It Get To You (Album Version),pop,Banstead,rock,Summer On The West Hill,folk
tfidf cosine,This Is The Future,electronic,Crime,reggae,Tears,metal,Modern Crusaders.,electronic
tfidf cosine,Kings and Queens (Innerpartysystem Remix Main),electronic,Starbound,blues,Heaven's In Here (1999 Digital Remaster),blues,Africa Unite,reggae
tfidf cosine,Bounce,electronic,Strictly 4 My N.I.G.G.A.Z.,hip hop,Rowdy Rowdy,hip hop,The Worst,hip hop
tfidf cosine,Vanished,electronic,Dead Cities,punk,Greensleeves,classical,On Bedford and Grand,punk
tfidf cosine,Xxzxcuzx,electronic,Left For Dead,reggae,You're The Voice,classical,Love Is (What I Say),rock
tfidf cosine,Die Another Day [Live],electronic,Just Another Day (Album Version),electronic,Woke up Dreaming,blues,Life of Tha Party,hip hop
tfidf cosine,Perfect (Nellee Hooper Instrumental),electronic,Pass The Dutchie,reggae,The Lover In Me,pop,Lovers In Captivity,rock
tfidf cosine,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,You Are The Only One I Love,folk,I Believe,country,Kiss,jazz
tfidf cosine,I Am Not A Whore,electronic,Love Me Tender,country,Mr. Cool (Featuring Mario Winans) (Album Version),r&b/soul,Rush,electronic
tfidf cosine,Fever,electronic,Better Than Making Love,r&b/soul,Call Me Up,r&b/soul,Kiss me now,rock
tfidf cosine,Freestate,electronic,Let Yourself Go,jazz,Phoenix From The Fire,folk,Enjoy Yourself,r&b/soul
tfidf cosine,Personal Jesus,electronic,Personal Jesus,metal,-9-,rock,Reach Out And Touch (Live @ Fillmore West),jazz
tfidf cosine,Broken,electronic,I'm a Broken Heart,rock,Broken Hearted,r&b/soul,Forgiveness,r&b/soul
tfidf cosine,Kids With Guns (Quiet Village Remix),electronic,To Satellite,metal,Push Me Away,r&b/soul,Lively Up Your Monday,electronic
tfidf cosine,Rhinestone Eyes,electronic,Dandelion Hill,jazz,99 Red Balloons,punk,Soul Power,hip hop
tfidf cosine,Invaders Must Die,electronic,Stavesail,punk,Nipple To The Bottle,r&b/soul,The Earth Dies Screaming,reggae
tfidf cosine,Wake Up Call (Album Version),electronic,From This Dream,country,Right Here Right Now,electronic,Therapy,electronic
tfidf cosine,We Gonna Rock,electronic,Stop The Rock,electronic,Rock Lobster (Live),electronic,Baby We've Got A Date (Rock It Baby),reggae
tfidf cosine,The Great Collapse,electronic,W.O.M.A.N.,blues,Ain't That Just Like A Woman,blues,I'm A Woman,blues
tfidf cosine,Electric Barbarella (Radio Edit),electronic,Time To Make You Mine,pop,You're So Fine,blues,A Real Fine Place To Start,country
tfidf cosine,Pluto,electronic,i like the sunrise,jazz,All The Bodies,punk,Wait,jazz
tfidf cosine,Delta Bay,electronic,Who Shot Sam,country,The Messiah Will Come Again,blues,Shot In The Dark,reggae
tfidf cosine,We Are The People (Shazam Remix),electronic,Even So,folk,Believe,punk,The End Of The World,metal
tfidf cosine,You Left Me,electronic,Can't Get You Off My Mind,r&b/soul,Outside World,electronic,Love Is Strange,folk
tfidf cosine,The Warning,electronic,"Pacifics (Sdtrk ""N.Y. Is Red Hot"")",hip hop,Show Me The Money,hip hop,Lullaby of the Moths,rock
tfidf cosine,Keep It On Ice,electronic,His Name Is Mutty Ranks,hip hop,My Funny Valentine,rock,Fluffy Pup,punk
tfidf cosine,The Jester,electronic,Get Your Hands Up,hip hop,10_000 Feet,rock,Here I Go Again,folk
tfidf cosine,Lazy Days,electronic,One Happy Day,electronic,Take It Back,blues,Something I Can Never Have,rock
tfidf cosine,Someone Said Goodbye,electronic,Never Did Say Goodbye,reggae,Treason,rock,All We Ever Do Is Say Goodbye,folk
tfidf cosine,The Magic Of The Night,electronic,Flying high,metal,Angels on Earth,blues,When I Needed an Angel,blues
tfidf cosine,Gave It A Name,folk,I Feel Sorry For Him,country,Bungee,folk,Captain Anarchy,punk
tfidf cosine,The Vanishing Race,folk,Willie,blues,Wabash Cannonball,country,Roll On (Eighteen Wheeler),country
tfidf cosine,All We Ever Do Is Say Goodbye,folk,This Lull-a-bye (Album Version),jazz,Don't Say No More,r&b/soul,Goodbye,punk
tfidf cosine,Clarity,folk,Rubylove,folk,Ooh La La,blues,Throb,r&b/soul
tfidf cosine,Why Georgia,folk,Life It What It Is (Remastered LP Version),pop,Hair,hip hop,Grey (from Revelling Reckoning),folk
tfidf cosine,Mudfootball (For Moe Lerner),folk,Interlude 5,r&b/soul,Find My Way Back To My Heart,country,New Song,electronic
tfidf cosine,Sister Winter,folk,I Wish You Love,jazz,Stone Cold Heart,r&b/soul,Put Your Dreams Away,jazz
tfidf cosine,In A Graveyard,folk,Static Age,punk,I'm Going On A Long Journey Never To Return,blues,Weak Become Heroes,hip hop
tfidf cosine,Baby,folk,Fall On My Knees,folk,My Little Girl,blues,Love Won't Let Me Wait,r&b/soul
tfidf cosine,Janglin,folk,Daddy's Moonshine Still,country,Dead Weight Falls (Album Version),punk,Likkle Africa,reggae
tfidf cosine,Ballad In Plain D,folk,Mommy For A Day,country,Passin' Me By,hip hop,Nothing Left to Mutilate,metal
tfidf cosine,One Of Us Must Know (Sooner Or Later),folk,The Skeleton Song,reggae,Interlude 5,r&b/soul,Numbers,country
tfidf cosine,It's Growing,folk,Stop Playin',r&b/soul,Blues Prelude,jazz,Tin Pan Alley (aka Roughest Place In Town),blues
tfidf cosine,Oh_ Susannah (LP Version),folk,Love Henry,country,Down On My Knees,r&b/soul,Needles And Pins (Remastered Album Version ),punk
tfidf cosine,Something In The Way She Moves,folk,Cherry Ball Blues,blues,You're So Fine,blues,By The Bed,rock
tfidf cosine,Draw The Line,folk,Strike It Up,electronic,The Irony Of It All (Album Version),electronic,Adam Lives In Theory,r&b/soul
tfidf cosine,Sail Away,folk,Give Me Back My Wig,blues,Never Go Away,r&b/soul,Shining Star,r&b/soul
tfidf cosine,Stella The Artist,folk,Winter Rose,folk,Keep Your Hands Off Her,blues,Prayer for Beauty,r&b/soul
tfidf cosine,Swing Life Away (Acoustic),folk,Bourbon Borderline,country,Summer On The West Hill,folk,Revenge,metal
tfidf cosine,Billy 4,folk,St. Louie,hip hop,The Illest Brother,hip hop,Something to remember you by,jazz
tfidf cosine,Stuck Inside Of Mobile With The Memphis Blues Again,folk,The Winkle Man,reggae,Beale Street Mama,blues,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop
tfidf cosine,Pretty Peggy-O,folk,My Pretty Girl,blues,Truly Dead,reggae,Dead Love,rock
tfidf cosine,She Belongs To Me,folk,When A Woman Loves A Man,country,She's Everything,punk,Beef Bologna,punk
tfidf cosine,When The Deal Goes Down,folk,Strings,r&b/soul,Framed Then Failed,punk,Hold Me So Tight,electronic
tfidf cosine,With God On Our Side,folk,Into Battle,metal,Kinky Sex Makes the World Go 'Round,punk,Thanks For Nothing,electronic
tfidf cosine,Terrapin,folk,We Are In Love,jazz,Embraceable you,jazz,Black Is The Color,folk
tfidf cosine,On The 4th of July,folk,Standing,electronic,Proud To Fall,punk,Stavesail,punk
tfidf cosine,Company Man,folk,Chinese Arithmetic,rock,The Strawberry Roan,country,It's Not OK [Live From London],rock
tfidf cosine,Ace,folk,Old Hippie,country,The Hourglass,metal,El Lute,pop
tfidf cosine,How Do You Keep Love Alive,folk,Goodbye Young Tutor_ You've Now Outgrown Me,folk,Southern Hospitality,metal,Ain't No Woman (Like The One I've Got),r&b/soul
tfidf cosine,When The Stars Go Blue,folk,Laughing At Life,jazz,In The Blue Of The Evening,jazz,Static Age,punk
tfidf cosine,Forever My Friend,folk,Call Me,jazz,Straight From The Heart,pop,Make You Sweat (LP Version),jazz
tfidf cosine,How Come [Acoustic Mix],folk,Everybody Everybody,electronic,Begin Again,electronic,Demons Annoying Me,metal
tfidf cosine,Chelsea Hotel #2,folk,One Time We Lived,electronic,Come Get To This,r&b/soul,Weekenders,folk
tfidf cosine,Lethal Enforcer (Live From Union Chapel_ London),folk,Take Me,pop,Don't Get Around Much Anymore,jazz,Revenge,metal
tfidf cosine,Change,folk,Hindsight,metal,Angst In My Pants,electronic,So Alone,rock
tfidf cosine,Under The Weather,folk,Where I Stand,country,Love 101,reggae,I've Got You Under My Skin,jazz
tfidf cosine,So Sister,folk,Miss Ann,blues,By The Time I Get To Phoenix,r&b/soul,When She's Gone,folk
tfidf cosine,Lost Tonight,folk,Out of Character,blues,Even Cowgirls Get The Blues,rock,Disco,punk
tfidf cosine,Sunnyside Of The Street,folk,On The Sunny Side Of The Street,jazz,Dead End Street,jazz,Fannin Street,pop
tfidf cosine,Can't Tell Me Nothing,hip hop,I La La La Love You,blues,Interlude 5,r&b/soul,These Boots Are Made For Walkin',pop
tfidf cosine,Graduation Day,hip hop,Crossing the Boundary,hip hop,I'm,hip hop,Black Opera,classical
tfidf cosine,Wake Up Mr. West,hip hop,Keep Your Shit The Hardest,hip hop,Like Nothing Else,country,Honest Expression,hip hop
tfidf cosine,A8,hip hop,Man In The Mirror,pop,Dla Niego,pop,Blues For Suckers,blues
tfidf cosine,Boom Boom Guetta,hip hop,Steady Beat Convention,reggae,Pass The Mic (Pt. 2_ Skills To Pay The Bills) (2009 Digital Remaster),hip hop,We Gonna Rock,electronic
tfidf cosine,Communication,hip hop,Guitar Playin',hip hop,I'm That Type Of Ni**a,hip hop,All For One (Explicit) (2006 Remastered LP Version),hip hop
tfidf cosine,One Tribe,hip hop,The Illest Brother,hip hop,Yours (Live),jazz,Jerusalem,reggae
tfidf cosine,Sexy,hip hop,Naked,r&b/soul,In The Kitchen,r&b/soul,Let It Flow,rock
tfidf cosine,Tell Your Momma Come,hip hop,Pass The Mic (Pt. 2_ Skills To Pay The Bills) (2009 Digital Remaster),hip hop,Back In The Day (Explicit LP Version),hip hop,Show Me The Money,hip hop
tfidf cosine,The Apl Song,hip hop,Flow On (Move Me No Mountain),hip hop,Overdose (Album Version),hip hop,Party For Your Right To Fight,hip hop
tfidf cosine,Diamonds From Sierra Leone,hip hop,Flow On (Move Me No Mountain),hip hop,Honest Expression,hip hop,Bad Mutha,hip hop
tfidf cosine,If I Had,hip hop,I'm So Glad,blues,Honest Expression,hip hop,That's What It Is,hip hop
tfidf cosine,Ken Kaniff,hip hop,Soopaman Luva 3,hip hop,Faulty,hip hop,Hair,hip hop
tfidf cosine,My Darling,hip hop,The Illest Brother,hip hop,Interlude 5,r&b/soul,Rock It Like That,hip hop
tfidf cosine,8 Mile,hip hop,Book Of Life,hip hop,Flow On (Move Me No Mountain),hip hop,Mainstream,hip hop
tfidf cosine,Love Was Here,hip hop,All Of Me,country,Baby Come Back,blues,Billie Jean,r&b/soul
tfidf cosine,Be With You,hip hop,Random I Am (Album Version),punk,Revenge,metal,Ain't No Way (You Won't Love Me),r&b/soul
tfidf cosine,Locked Up,hip hop,Room In My Head,folk,Shanghaid,blues,Blues For Suckers,blues
tfidf cosine,So Ghetto,hip hop,Strictly 4 My N.I.G.G.A.Z.,hip hop,Right Now,hip hop,From What I Was Told,hip hop
tfidf cosine,Heart Of The City (Ain't No Love),hip hop,Strictly 4 My N.I.G.G.A.Z.,hip hop,Superstar (Double Murder = Double Platinum),r&b/soul,Who Run It,hip hop
tfidf cosine,Rabbit Run,hip hop,She Ain't Afraid,hip hop,Overdose (Album Version),hip hop,Mainstream,hip hop
tfidf cosine,Splurge,hip hop,Around The Way [Explicit Album Version],hip hop,Keep Your Shit The Hardest,hip hop,Claimin' True,hip hop
tfidf cosine,St. Louie,hip hop,From What I Was Told,hip hop,Just Another Day,hip hop,How We Do,r&b/soul
tfidf cosine,Wrap Sumden,hip hop,Contact Blitt,hip hop,Trife Life,hip hop,Pack The Pipe,hip hop
tfidf cosine,Soon You'll Understand,hip hop,Pack The Pipe,hip hop,Interlude 5,r&b/soul,The Illest Brother,hip hop
tfidf cosine,Encore,hip hop,Overdose (Album Version),hip hop,Peace_ Prosperity & Paper,hip hop,Pass The Mic (Pt. 2_ Skills To Pay The Bills) (2009 Digital Remaster),hip hop
tfidf cosine,Say Now,hip hop,Universal Prayer,pop,Oh Na Na Na,latin,Take This City,reggae
tfidf cosine,Been There Done That,hip hop,The Illest Brother,hip hop,Just Another Day,hip hop,Marie Laveau,country
tfidf cosine,Magical,hip hop,I Love You Babe,r&b/soul,Waiting For The Day,r&b/soul,I Still Love You,r&b/soul
tfidf cosine,Over,hip hop,Do It Again,pop,I'm Gon' Change,r&b/soul,Switch,hip hop
tfidf cosine,Wrap U Around Me,hip hop,Jack U Off (LP Version),r&b/soul,Never Letchu Go,r&b/soul,House Rent Boogie,blues
tfidf cosine,Paper Planes,hip hop,Plumskinzz (Loose Hoe_ God & Cupid),hip hop,Monkey Suit,punk,Just Like Greta,folk
tfidf cosine,Set It Off,hip hop,Physical Stamina,hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Right Now,hip hop
tfidf cosine,Ho,hip hop,Mambo Swing,jazz,Up On The House Top,country,Live On Mars,punk
tfidf cosine,The What,hip hop,Rowdy Rowdy,hip hop,The Worst,hip hop,Strictly 4 My N.I.G.G.A.Z.,hip hop
tfidf cosine,Rowdy Rowdy,hip hop,From What I Was Told,hip hop,Real Muthaphuckkin' G's,hip hop,I Don't Want To Talk About It,hip hop
tfidf cosine,Bang Out,hip hop,1st Booty On Duty,hip hop,Ho's A Housewife,hip hop,Arrested (Insert) (Explicit),hip hop
tfidf cosine,Snoopafella (Edited),hip hop,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,Soopaman Luva 3,hip hop,Mortal City,folk
tfidf cosine,Hair,hip hop,Caroline (Album Version),pop,I Can Change,r&b/soul,Interlude 5,r&b/soul
tfidf cosine,Happymess,hip hop,Interlude 5,r&b/soul,The Right to Write Me Off,punk,Birthday Card,hip hop
tfidf cosine,Put Your Head On My Shoulder (Album Version),jazz,Love Struck,r&b/soul,Can't Get Enough Of You,reggae,I Can't Stand It,blues
tfidf cosine,Stuck In The Middle With You (Non-Album Track),jazz,When I Die,reggae,Stuck In The Middle,blues,G Up,rock
tfidf cosine,You'll Never Find Another Love Like Mine (Album Version),jazz,Love Is Strange,folk,Some Of Your Lovin',pop,Lotta Lovin',rock
tfidf cosine,Kiss me baby,jazz,Sit Right Here,blues,I'm Looking For A Woman,blues,On a Saturday Night,r&b/soul
tfidf cosine,Let's Go,jazz,Don't Let Me In,jazz,If You Really Love Me,r&b/soul,Beat Again,pop
tfidf cosine,Moon Over Miami,jazz,How High The Moon,jazz,Russian Lullaby,jazz,Paper Moon,jazz
tfidf cosine,Hit That Jive Jack,jazz,Shake,r&b/soul,Indian Dance,r&b/soul,Big Fat Mama Blues,blues
tfidf cosine,The Christmas Song,jazz,The Christmas Song,country,The Colliers,folk,Tell Me Something I Don't Know,pop
tfidf cosine,Too Young,jazz,It's You,pop,To Be Young_ Gifted And Black (LP Version),r&b/soul,My Finest Hour,pop
tfidf cosine,Unforgettable,jazz,Just Because,blues,You Give Good Love,r&b/soul,Fee Fie Foe Fum,blues
tfidf cosine,Autumn Leaves,jazz,Stay Gold,r&b/soul,Evening's Fall,metal,All In My Head,jazz
tfidf cosine,Love Is A Many Splendored Thing,jazz,Lover,electronic,For You,country,Holding On To Love,r&b/soul
tfidf cosine,Smoke Gets in Your Eyes,jazz,Smoke Gets In Your Eyes,folk,Find My Way Back To My Heart,country,I've Gotta See You Smile,folk
tfidf cosine,If You Can't Smile And Say Yes,jazz,Cry Baby,electronic,G Up,rock,Every Night About This Time,blues
tfidf cosine,She's Funny That Way,jazz,What You Do To Me,r&b/soul,Your Eyes,r&b/soul,Never Too Much,r&b/soul
tfidf cosine,The Ruby And The Pearl (2003 Digital Remaster),jazz,Love Me Warm And Tender,punk,Nighttime Birds,metal,Summertime,country
tfidf cosine,The Very Thought Of You,jazz,A Moment Isn't Very Long,country,Meditation,jazz,Slowmotion,electronic
tfidf cosine,Rudolph The Red-Nosed Reindeer,jazz,Rudolph The Red Nosed Reindeer,classical,Reeperbahn,blues,Red Beans & Rice,hip hop
tfidf cosine,December,jazz,May It Be,electronic,I Wish You Love,jazz,Words of Tranquility,electronic
tfidf cosine,Don't Know Why (Live),jazz,Buzz Me,blues,Phantom,hip hop,Otha Fish,hip hop
tfidf cosine,Humble Me,jazz,Saturday Evening Blues,blues,Old Smyrna Road,blues,Don't You Know,r&b/soul
tfidf cosine,I've Got To See You Again,jazz,Killing,punk,Better Days,r&b/soul,Down And Dirty,blues
tfidf cosine,Sinkin' Soon (iTunes Live Session),jazz,You're A Zombie,punk,She's Gonna Break Soon (Radio Edit) (w/o Horns),reggae,Bar Fight,latin
tfidf cosine,The Long Way Home,jazz,Love Don't Love You (LP Version),r&b/soul,You Sure Love To Ball,r&b/soul,One More Day,blues
tfidf cosine,Those Sweet Words,jazz,Sweet Inspiration,blues,Singing Softly To Me,folk,The Chosen Ones,blues
tfidf cosine,Wish I Could (Live),jazz,Passin' Me By,hip hop,Mr Rock & Roll,pop,Swimmer,jazz
tfidf cosine,My Dear Country,jazz,Guilty,jazz,Silence,reggae,Let's Kiss and Make Up,jazz
tfidf cosine,I Love The Way You Say Goodnight,jazz,It's a Pity to Say Goodnight,jazz,Cousin Dupree,jazz,It's Never Too Late,country
tfidf cosine,White Christmas,jazz,Sur Le Fil,pop,Le Rêve Des Filles,pop,Thérapie De Groupe,pop
tfidf cosine,Memories Are Made Of This,jazz,Back Then,hip hop,Fell in Love Without You (Cd),punk,I Can't Stand the Rain,jazz
tfidf cosine,Little Room,jazz,Disgusted,blues,The Hunter,punk,Academy Fight Song,punk
tfidf cosine,Bei Mir Bist Du Schön,jazz,Elefanter,rock,Lieber einen paffen,reggae,Es geht mir gut,punk
tfidf cosine,Don't Sit Under The Apple Tree,jazz,(You Were Made) Especially For Me,r&b/soul,Anyone Who Knows What Love Is (Will Understand),r&b/soul,In Love In Vain,jazz
tfidf cosine,Falling In Love Again,jazz,Falling In Love Again,pop,Never Gonna Fall,r&b/soul,Taking A Chance On Love,jazz
tfidf cosine,Heebie Jeebies,jazz,I Wanna Dance With You,country,Shall We Dance,jazz,Dance Me,electronic
tfidf cosine,I Will Survive,jazz,She Thinks,hip hop,Forever Ain't That Long Anymore,country,The Illest Brother,hip hop
tfidf cosine,In The Mood,jazz,The Cobbler,electronic,Who Is He? (And What Is He To You?),r&b/soul,Skid row Joe,country
tfidf cosine,Kiss,jazz,La Prima Volta (First Time Ever I Saw Your Face),classical,Kickin' It With Your Girlfriend,r&b/soul,Electric Lady,r&b/soul
tfidf cosine,Let Me Go Lover,jazz,Clone Your Lover,classical,The Climbing Rose,rock,My Only Lover,reggae
tfidf cosine,On An Evening In Roma (Sott'er Celo De Roma),jazz,Canto La Vita,classical,Libero liberi libera,reggae,Una Canzone Arresa,rock
tfidf cosine,No Puedo Mas Sin Ti (I'm Your Man),latin,Y Aqui Estoy,latin,Amame,pop,Te Extrano,latin
tfidf cosine,En Tus Pupilas,latin,Quisiera,latin,Desire,classical,Celos,latin
tfidf cosine,Que Me Quedes Tu,latin,No Paseis Por Alto A Los Genios,hip hop,Pregon Para Iluminarse,folk,Después De Ti,latin
tfidf cosine,Sombra De Ti,latin,No Te Vayas,blues,Quien No Ha Dicho Una Mentira,latin,Tu Pa Mi,reggae
tfidf cosine,Te Dejo Madrid,latin,Amor Mio No Te Vayas,latin,Suavemente,latin,Quiero,latin
tfidf cosine,Tú,latin,19 De Noviembre,latin,Sin Conocerte,pop,Amame,pop
tfidf cosine,La Chica De Ayer,latin,Eres,latin,Magia De Amor,classical,Lágrimas De Miel,latin
tfidf cosine,Adicto,latin,Giros,pop,Como La Primera Vez,latin,Obsesion (English Remix_ Album Version),latin
tfidf cosine,Al Despertar,latin,Es Por Ti,latin,La Coqueta,latin,Te Necesito,latin
tfidf cosine,Alguien Como Tú,latin,Como Yo,latin,Desde mi cielo,metal,Virgen De Riña,hip hop
tfidf cosine,Inalcanzable,latin,Una Flor En El Desierto,latin,Cosas Imposibles,latin,Tu Amor Eterno,latin
tfidf cosine,Lloro Por Ti,latin,De Oro,electronic,Amor de Tele,latin,Mujer Calavera,latin
tfidf cosine,Mamacita,latin,El ectoplasta,pop,Buena Vista Social Club,latin,Vuelve Conmigo,latin
tfidf cosine,Miss You,latin,I Miss You,r&b/soul,Miss Ann,blues,Freedom Feels Like Lonely,country
tfidf cosine,Para De Jugar,latin,Te Quiero Porque Te Quiero,latin,La Media Vuelta,latin,Por Mi Reggae Muero,reggae
tfidf cosine,She Be The One,latin,She's A Runner (24-Bit Digitally Remastered 02),rock,Touch It / Technologic,electronic,Not Your Baby,pop
tfidf cosine,Trapecista,latin,Guacamaya,latin,Amarte Es Todo,latin,Desire,classical
tfidf cosine,Tu Vacio,latin,Llega La Noche,latin,Desde Que No Estas,latin,Solo Con Un Beso,latin
tfidf cosine,Volveré,latin,Obsesion (English Remix_ Album Version),latin,Tu Pa Mi,reggae,Lloré Lloré,latin
tfidf cosine,Estoy Aquí,latin,Rosas,pop,Sampa,latin,splash shine,rock
tfidf cosine,Life Is Anew,latin,Because Of You,jazz,Because Of Love,r&b/soul,New Favorite,country
tfidf cosine,Donde Estas Corazon,latin,El 28,pop,Mediterraneo,folk,19 De Noviembre,latin
tfidf cosine,Octavo Día,latin,Agua De Mayo,latin,Como Un Haz De Luna,latin,Cantando,hip hop
tfidf cosine,Te Necesito,latin,Es Por Ti,latin,El 28,pop,Mediterraneo,folk
tfidf cosine,Evil Ways,latin,Can't Find My Way Home,punk,If You Really Love Me,r&b/soul,If You Change Your Mind,blues
tfidf cosine,Anna (el negro zumbon),latin,La Estación,latin,Ven,pop,Exilio,latin
tfidf cosine,Piensa en mi,latin,Después De Ti,latin,No Voy A Cambiar,latin,Que Voy A hacer Sin Tí,latin
tfidf cosine,Esperando,latin,Gulere Gulere,latin,He Chocado Con La Vida,latin,El Diablo,latin
tfidf cosine,Beautiful Liar (Bello Embustero),latin,Cantando,hip hop,Buenaventura Y Caney,latin,Cruz De Navajas,pop
tfidf cosine,Rosario Tijeras,latin,En Algún Rincón,latin,Se Duerme,reggae,Me Voy,latin
tfidf cosine,Animal Nocturno,latin,Rio De La Plata,latin,Santiago de Chile,latin,Cuando,latin
tfidf cosine,Alejate De Mi,latin,Enamorado,classical,Enséñame A Olvidar,latin,Virgen De Riña,hip hop
tfidf cosine,Entre Tus Alas,latin,Lloro Por Ti,latin,Llanto Lloro,latin,Pensar En Ti,latin
tfidf cosine,Me Basto,latin,Despedida,latin,Pierdo El Tiempo,pop,No Me Acostumbro,latin
tfidf cosine,Va Para Ti,latin,Manto Estelar,electronic,Te Quiero Porque Te Quiero,latin,La Novia Del Sol (La Canción de Evaluna),latin
tfidf cosine,Fui,latin,Enamorado,latin,Que Me Quedes Tu,latin,Por Ti Seré (You Raise Me Up),classical
tfidf cosine,Ilusionado,latin,Llévatelo Todo (Album Version),hip hop,Enzo,latin,Todos Quieren A Raymond,reggae
tfidf cosine,Piel De Ciudad,latin,Tu Y Yo,latin,El ectoplasta,pop,Hazme Sentir,latin
tfidf cosine,Quedate,latin,No Voy A Cambiar,latin,Se Te Olvido,latin,Vuelve Conmigo,latin
tfidf cosine,Brother Sport,latin,Far Beyond The Sun,electronic,Freestate,electronic,Door To My Heart,country
tfidf cosine,The Prince,metal,I Wish You Could Smile,classical,Autumn,classical,Marry the Devil,punk
tfidf cosine,Second Heartbeat,metal,Towards Loss,metal,Can't Take This (Album Version),punk,A Day In The Life Of A Fool,country
